,AUTHOR,TITLE,GENRE,PUB_DATE,ISBN,FILE_NAME
855,"Liz Ruckdeschel, Sara James",What If . . . All the Rumors Were True,Teen & Young Adult,2008-07-08,9780375849015,0855.txt
856,Kate Collins,Mum's the Word,Fiction,2004-11-02,9780451213501,0856.txt
857,"David Sherman, Dan Cragg",Starfist: Force Recon: Backshot,Fiction,2005-07-26,9780345460585,0857.txt
858,"Jeremy Whitley, Bobby Curnow",My Little Pony: Friends Forever Volume 4,Children’s Books,2015-08-25,9781631403774,0858.txt
859,Living Language,eTicket Spanish,Nonfiction,2009-11-24,9780307478092,0859.txt
860,Wayne Muller,"A Life of Being, Having, and Doing Enough",Nonfiction,2011-03-01,9780307591395,0860.txt
861,Scott Nash,Shrunken Treasures,Children’s Books,2016-04-12,9780763669720,0861.txt
862,Marne Davis Kellogg,Nothing but Gossip,Fiction,2012-02-08,9780307808271,0862.txt
863,Louis Sachar,Marvin Redpost #3: Is He a Girl?,Children’s Books,1993-08-24,9780679819486,0863.txt
864,"Lee Gutkind, Joanna Clapps Herman",Our Roots Are Deep with Passion,Classics,2006-10-17,9781590512425,0864.txt
865,"Christiane Northrup, M.D.",Mother-Daughter Wisdom,Nonfiction,2006-03-28,9780553380125,0865.txt
866,John Steakley,Vampires,Fiction,2008-09-02,9780451462268,0866.txt
867,Todd Mitchell,Backwards,Teen & Young Adult,2013-10-08,9780763662776,0867.txt
868,Rebecca M. Hale,Afoot on St. Croix,Fiction,2013-10-01,9780425251959,0868.txt
869,Sally Goldenbaum,A Finely Knit Murder,Fiction,2016-05-03,9780451471611,0869.txt
870,James D. Houston,Snow Mountain Passage,Fiction,2007-12-18,9780307427823,0870.txt
871,Joseph O'Neill,Good Trouble,Fiction,2018-06-12,9781524747350,0871.txt
872,Yukito Kishiro,Battle Angel Alita: Last Order Omnibus 2,Fiction,2013-08-13,9781612622927,0872.txt
873,Dennis Clark,Good Night New Jersey,Children’s Books,2008-05-01,9781602199255,0873.txt
874,Golden Books,I Know Numbers (Preschool),Children’s Books,1999-08-13,9780307036711,0874.txt
875,Eric Carle,The Very Lonely Firefly,Children’s Books,1995-06-01,9780399227745,0875.txt
876,DK,DK Readers L2: Star Wars : Lightsaber Battles,Children’s Books,2018-01-02,9781465467591,0876.txt
877,Carol Berg,Son of Avonar,Fiction,2004-02-03,9781101098745,0877.txt
878,Jodi Thomas,Northern Star,Fiction,1990-10-01,9781101658253,0878.txt
879,"Ed Zotti, Cecil Adams",Triumph of the Straight Dope,Humor,1999-02-16,9780345420084,0879.txt
880,Edeet Ravel,The Last Rain,Fiction,2011-05-10,9780143180586,0880.txt
881,Ron Willingham,Integrity Selling for the 21st Century,Nonfiction,2003-06-17,9780385509565,0881.txt
882,Mary Daheim,The Alpine Kindred,Fiction,1998-11-28,9780345421227,0882.txt
883,Faith Hunter,Cat Tales,Fiction,2011-12-06,9781101536834,0883.txt
884,R.L. Stine,The Sitter,Fiction,2003-07-01,9780345464415,0884.txt
885,DK,Everything You Need to Know About Snakes,Children’s Books,2013-01-16,9781465402462,0885.txt
886,Julia Skowronek,Oktoberfest Cookbook,Nonfiction,2015-08-18,9781465439390,0886.txt
887,Toussaint L'Ouverture,The Haitian Revolution,Nonfiction,2008-10-17,9781844672615,0887.txt
888,Dawn Cusick,Bug Butts,Children’s Books,2011-07-26,9781607344339,0888.txt
889,Mohsin Hamid,How to Get Filthy Rich in Rising Asia,Fiction,2014-03-04,9781594632334,0889.txt
890,Anonymous,The Vinland Sagas,Classics,2008-07-29,9780140447767,0890.txt
891,Ma Bo,Blood Red Sunset,Nonfiction,1996-07-01,9780140159424,0891.txt
892,Mary Williams,The Lost Daughter,Nonfiction,2013-04-09,9781101611067,0892.txt
893,Edward Grazda,Mean Streets,Nonfiction,2017-10-10,9781576878439,0893.txt
894,Lewis Carroll,Alice's Adventures in Wonderland and Through the Looking Glass,Children’s Books,2017-10-03,9780425289280,0894.txt
895,"Charles Teague, Anahad O'Connor",Lose It!,Nonfiction,2010-12-21,9781609617325,0895.txt
896,Joyce Tremel,To Brew or Not to Brew,Fiction,2015-12-01,9780425277690,0896.txt
897,Adolf Schroder,The Game of Cards,Fiction,2007-01-02,9781901285710,0897.txt
898,T. Neill Anderson,Horrors of History: City of the Dead,Teen & Young Adult,2013-08-01,9781580895149,0898.txt
899,Zachariah OHora,The Not So Quiet Library,Children’s Books,2016-07-19,9780803741409,0899.txt
900,John Flannery,Beard Boy,Children’s Books,2016-05-10,9780698185463,0900.txt
901,Ruth Homberg,The Little Mermaid Step into Reading (Disney Princess),Children’s Books,2013-07-23,9780736481281,0901.txt
902,Brian Allen Carr,Sip,Fiction,2018-08-14,9781616959517,0902.txt
903,Katie Ganshert,A Broken Kind of Beautiful,Fiction,2014-04-15,9781601425904,0903.txt
904,Tara K. Harper,"Silver Moons, Black Steel",Fiction,2003-08-27,9781415928806,0904.txt
905,Robert B. Parker,School Days,Fiction,2006-10-03,9780425211342,0905.txt
906,Jessica Dorfman Jones,Klonopin Lunch,Nonfiction,2012-07-17,9780307886996,0906.txt
907,Karen Harper,The First Princess of Wales,Fiction,2006-12-26,9780307237910,0907.txt
908,James R. Leverentz,The Complete Idiot's Guide to Cheese Making,Nonfiction,2010-05-04,9781615640096,0908.txt
909,John Chase,Glitter Stucco & Dumpster Diving,Nonfiction,2004-07-17,9781859841389,0909.txt
910,Lucy Cousins,Maisy Goes to London,Children’s Books,2016-03-08,9780763683993,0910.txt
911,Tad Hills,Rocket's Learning Box,Children’s Books,2012-07-24,9780307982353,0911.txt
912,Anne Bishop,Daughter of the Blood,Fiction,2007-06-05,9780451461483,0912.txt
913,"Dr. Kellyann Petrucci, MS, ND",The 10-Day Belly Slimdown,Nonfiction,2018-02-20,9781524762995,0913.txt
914,J. D. Robb,Thankless in Death,Fiction,2014-03-04,9780515154139,0914.txt
915,Christopher Morley,Parnassus on Wheels,Fiction,2010-08-31,9781935554110,0915.txt
916,Beatrix Potter,The Tale of Ginger and Pickles,Children’s Books,2002-09-16,9780723247876,0916.txt
917,Peadar O. Guilin,The Inferior,Teen & Young Adult,2008-06-10,9780375849527,0917.txt
918,"Michele Alexander, Jeannie Long",How to Lose a Guy in 10 Days,Humor,1998-10-06,9780553380071,0918.txt
919,Richard Moskowitz M.D.,Homeopathic Medicines for Pregnancy and Childbirth,Nonfiction,1993-01-27,9781556431371,0919.txt
920,Steve Perry,Tom Clancy's Net Force,Fiction,1999-02-01,9780425161722,0920.txt
921,Bobby Henderson,The Gospel of the Flying Spaghetti Monster,Classics,2006-03-28,9780812976564,0921.txt
922,R.D. Wingfield,Hard Frost,Fiction,1995-09-01,9780553571707,0922.txt
923,Daniel Lubetzky,Do the KIND Thing,Nonfiction,2015-03-31,9780553393248,0923.txt
924,Mary Balogh,Then Comes Seduction,Fiction,2009-03-24,9780440244233,0924.txt
925,Penelope Lively,The Purple Swamp Hen and Other Stories,Fiction,2018-05-08,9780735222052,0925.txt
926,Lissa Rankin,Encaustic Art,Nonfiction,2010-08-10,9780823099283,0926.txt
927,Archie Superstars,Archie's Big Book Vol. 1,Fiction,2017-08-29,9781682559826,0927.txt
928,Mary Tillworth,"Old Racers, New Racers (Disney/Pixar Cars 3)",Children’s Books,2017-09-05,9780736438049,0928.txt
929,Robert Sklar,Movie-Made America,Nonfiction,1994-12-05,9780679755494,0929.txt
930,Susan Hood,Mission: Back to School,Children’s Books,2016-07-05,9780385384711,0930.txt
931,J.R. Ward,Heart of Gold,Fiction,2012-07-31,9780451237583,0931.txt
932,Gail Herman,Otto the Cat,Children’s Books,1995-09-28,9780448409689,0932.txt
933,Joan Holub,Ballet Stars,Children’s Books,2012-06-26,9780375869099,0933.txt
934,Laurence Bergreen,Marco Polo,Nonfiction,2008-10-21,9781400078806,0934.txt
935,Apple Jordan,The Sweetest Spring (Disney Princess),Children’s Books,2008-01-08,9780375848100,0935.txt
936,"Denise Zimmerman, Katherine Gleason","The Complete Idiot's Guide to Wicca and Witchcraft, 3rd Edition",Nonfiction,2006-08-01,9781592575336,0936.txt
937,Barbara Kramer,National Geographic Readers: Alexander Graham Bell,Children’s Books,2015-01-06,9781426319358,0937.txt
938,Philip Kerr,The Most Frightening Story Ever Told,Children’s Books,2016-09-06,9780553522099,0938.txt
939,Sharyn McCrumb,Foggy Mountain Breakdown and Other Stories,Fiction,2011-05-25,9780307757258,0939.txt
940,Jess Row,The Train to Lo Wu,Fiction,2007-12-18,9780307423399,0940.txt
941,Harold Gray,Complete Little Orphan Annie Volume 6,Humor,2011-01-18,9781600107924,0941.txt
942,Manuela Monari,Zero Kisses for Me,Children’s Books,2010-11-09,9781770492080,0942.txt
943,Natasha Wing,The Night Before Mother's Day,Children’s Books,2010-03-18,9780448452135,0943.txt
944,Josep Pla,Life Embitters,Fiction,2015-05-05,9780914671138,0944.txt
945,Erin Sullivan,Astrology of Midlife and Aging,Nonfiction,2005-05-19,9781585424085,0945.txt
946,Scott Lynch,The Lies of Locke Lamora,Fiction,2007-06-26,9780553588941,0946.txt
947,Brandon Sanderson,The Reckoners Series,Teen & Young Adult,2016-10-18,9781524766320,0947.txt
948,Theodore Sturgeon,The Ultimate Egoist,Fiction,2010-11-09,9781556436581,0948.txt
949,Hilary Wagner,Nightshade City,Children’s Books,2012-05-08,9780823426867,0949.txt
950,Hiroyuki,Aho-Girl 6,Fiction,2018-04-24,9781632365347,0950.txt
951,LuAnn McLane,Hot Whisper,Fiction,2013-12-10,9780698141520,0951.txt
952,Drew Karpyshyn,Mass Effect: Revelation,Fiction,2007-05-01,9780345498168,0952.txt
953,D. L. Garfinkle,The Band: Trading Guys,Teen & Young Adult,2007-05-01,9781440679483,0953.txt
954,Linda Cajio,Dancing in the Dark,Fiction,2013-05-13,9780307799128,0954.txt
955,Alison Pace,A Pug's Tale,Fiction,2011-06-07,9780425241196,0955.txt
956,Deborah Heiligman,Holidays Around the World: Celebrate Independence Day,Children’s Books,2007-05-08,9781426300745,0956.txt
957,Nosy Crow,Big Bug Log,Children’s Books,2017-03-28,9780763693220,0957.txt
958,DK,Baby Touch and Feel: Numbers,Children’s Books,2013-09-16,9781465414328,0958.txt
959,Sheikh Shamsuddin,The Malay Art of Self-Defense,Nonfiction,2005-07-28,9781556435621,0959.txt
960,Laurel Thatcher Ulrich,The Slogan,Nonfiction,2015-03-03,9781101969892,0960.txt
961,DK,Baby Touch and Feel: Pets,Children’s Books,2010-08-30,9780756666842,0961.txt
962,Robert M Gates,Duty,Nonfiction,2015-05-12,9780307949639,0962.txt
963,Random House,Poppy Follows Her Nose (DreamWorks Trolls),Children’s Books,2017-07-18,9781524766429,0963.txt
964,Maisey Yates,Unbuttoned,Fiction,2013-06-18,9781101616512,0964.txt
965,Judy Sierra,We Love Our School!,Children’s Books,2016-07-12,9781101940259,0965.txt
966,Tom Clancy,Without Remorse,Fiction,1994-08-01,9780425143322,0966.txt
967,Meryl Danziger,Sing It!,Children’s Books,2016-07-19,9781609806552,0967.txt
968,Suzanne Brockmann,Gone Too Far,Fiction,2004-03-02,9780345456939,0968.txt
969,Slavoj Zizek,Iraq,Nonfiction,2005-11-17,9781844675401,0969.txt
970,DK,Eyewitness Explorer: Night Sky Detective,Children’s Books,2015-06-02,9781465435019,0970.txt
971,Miranda James,No Cats Allowed,Fiction,2017-02-07,9780425277751,0971.txt
972,Random House,Thomas and Friends: The Adventure Begins (Thomas & Friends),Children’s Books,2015-02-10,9780553535532,0972.txt
973,BJ Ward,"Jackleg Opera: Collected Poems, 1990 to 2013",Classics,2013-09-10,9781583946770,0973.txt
974,"Emma Holly, Lauren Dane, Megan Hart, Bethany Kane",Three to Tango,Fiction,2011-05-03,9780425240939,0974.txt
975,Louis L'Amour,Rivers West,Fiction,1993-09-01,9780553254365,0975.txt
976,Anne Lyle,The Alchemist of Souls,Fiction,2012-03-27,9780857662149,0976.txt
977,Ray Bradbury,The October Country,Fiction,1996-09-24,9780345407856,0977.txt
978,Neil deGrasse Tyson,StarTalk Young Readers Edition,Children’s Books,2018-03-20,9781426330872,0978.txt
979,William Least Heat-Moon,River-Horse,Nonfiction,2001-04-01,9780140298604,0979.txt
980,"Anne E. Frahm, David J. Frähm",A Cancer Battle Plan,Nonfiction,1997-12-29,9780874778939,0980.txt
981,B. B. Haywood,Town in a Strawberry Swirl,Fiction,2014-02-04,9780425252468,0981.txt
982,Helen Borten,Do You See What I See?,Children’s Books,2016-05-10,9781909263840,0982.txt
983,Kathy Herman,Vital Signs,Fiction,2002-10-07,9781590520406,0983.txt
984,Karen Kreider,Aladdin (Disney Aladdin),Children’s Books,2015-07-28,9780736422598,0984.txt
985,Tracy Chevalier,Falling Angels,Fiction,2002-09-24,9780452283206,0985.txt
986,National Geographic Kids,National Geographic Kids Look and Learn: Dogs,Children’s Books,2014-08-05,9781426317057,0986.txt
987,"B.G. Hennessy, Susan Davis",The Dinosaur Who Lived in My Backyard,Children’s Books,1990-06-01,9780140507362,0987.txt
988,"Kevin Eastman, Peter Laird",Teenage Mutant Ninja Turtles: The Works Volume 2,Fiction,2013-10-29,9781613777633,0988.txt
989,Jane Werner,Mr. Noah and His Family,Children’s Books,2012-07-24,9780375981104,0989.txt
990,"Diane Rehm, John Rehm",Toward Commitment,Nonfiction,2009-01-21,9780307492074,0990.txt
991,Steve Niles,Doc Macabre,Fiction,2011-06-07,9781600109157,0991.txt
992,Anonymous,The Cloud of Unknowing and Other Works,Classics,2002-01-29,9780140447620,0992.txt
993,Tyler Florence,Tyler's Ultimate,Nonfiction,2006-09-26,9781400052387,0993.txt
994,Max Weber,The Sociology of Religion,Nonfiction,1993-04-15,9780807042052,0994.txt
995,Jeanne Pettenati,Galileo's Journal,Children’s Books,2006-07-01,9781570918803,0995.txt
996,Sigrid Nunez,Salvation City,Fiction,2010-09-16,9781101443392,0996.txt
997,"Hubie Karp, Merrill De Maris",Silly Symphonies Volume 3: The Complete Disney Classics 1939-1942,Humor,2017-12-12,9781631409882,0997.txt
998,Patricia Reilly Giff,The Candy Corn Contest,Children’s Books,1987-11-02,9780440410720,0998.txt
999,Adam Grant,Originals,Nonfiction,2017-02-07,9780143128854,0999.txt
1000,"Mary Pope Osborne, Natalie Pope Boyce",Games and Puzzles from the Tree House,Children’s Books,2010-04-27,9780375862168,1000.txt
1001,M.T. Anderson,Whales on Stilts,Children’s Books,2006-04-11,9780307284341,1001.txt
1002,Jan Messent,Embroidered Portraits,Nonfiction,2012-10-09,9781844487417,1002.txt
1003,Teresa Bell Kindred,The Knot at the End of Your Rope,Nonfiction,2000-03-07,9780877884576,1003.txt
1004,Clare Naylor,The Goddess Rules,Fiction,2006-01-31,9780345463418,1004.txt
1005,Shlomo Sand,Twilight of History,Nonfiction,2017-05-02,9781786630223,1005.txt
1006,Keri Arthur,Darkness Rising,Fiction,2011-10-25,9780440245735,1006.txt
1007,Stanley Weintraub,11 Days in December,Nonfiction,2007-08-28,9780451223173,1007.txt
1008,Susie Hodge,How to Draw: People,Nonfiction,2017-09-08,9781782214731,1008.txt
1009,Adelene Fletcher,Kew: The Watercolour Flower Painter's A to Z,Nonfiction,2018-07-03,9781782216483,1009.txt
1010,Kim Stanley Robinson,Sixty Days and Counting,Fiction,2007-10-30,9780553585827,1010.txt
1011,Charles Glass,Syria Burning,Nonfiction,2016-03-22,9781784785161,1011.txt
1012,Kingsley Browne,Co-ed Combat,Nonfiction,2007-11-08,9781101217849,1012.txt
1013,Tammar Stein,Kindred,Teen & Young Adult,2012-02-14,9780375853494,1013.txt
1014,Wesley Ellis,Lone Star 101/sierra,Fiction,1991-01-01,9781101168967,1014.txt
1015,Il Sung Na,A Book of Babies,Children’s Books,2014-01-07,9780385752909,1015.txt
1016,Gaspar Pedro Gonzalez,13 B'aktun,Nonfiction,2010-08-24,9781556438967,1016.txt
1017,Robert Crais,Demolition Angel,Fiction,2001-07-03,9780345434487,1017.txt
1018,Yagyu Munenori,The Life-Giving Sword,Nonfiction,2012-12-11,9781590309902,1018.txt
1019,T. S. Eliot,Eliot: Poems,Classics,1998-05-26,9780375401855,1019.txt
1020,Miranda Carter,"George, Nicholas and Wilhelm",Nonfiction,2011-03-08,9781400079124,1020.txt
1021,Lorraine Bartlett,One Hot Murder,Fiction,2013-02-05,9780425251904,1021.txt
1022,Christopher Golden,Tin Men,Fiction,2015-06-23,9781101889404,1022.txt
1023,Nevil Shute,Landfall,Fiction,2010-07-13,9780307474070,1023.txt
1024,Alice Low,Summer,Children’s Books,2012-04-25,9780307977434,1024.txt
1025,"Paul Glovinsky, Art Spielman",The Insomnia Answer,Nonfiction,2006-12-05,9780399532979,1025.txt
1026,Storybots,Trucks are Terrific! (StoryBots),Children’s Books,2017-07-11,9781524718268,1026.txt
1027,"James A. Michener, A. Grove Day",Rascals in Paradise,Nonfiction,2016-05-10,9780812986860,1027.txt
1028,Emily Giffin,First Comes Love,Fiction,2017-04-04,9780345546944,1028.txt
1029,Randy Wayne White,Deep Blue,Fiction,2017-03-07,9780425280256,1029.txt
1030,Jake Logan,Slocum #287: Slocum and the Nebraska Swindle,Fiction,2002-12-31,9781101179642,1030.txt
1031,"Mercer Mayer, Marianna Mayer",One Frog Too Many,Children’s Books,2003-10-27,9780803728851,1031.txt
1032,Sally Marcey,Desperate House Lies,Nonfiction,2006-09-15,9781590527436,1032.txt
1033,Stephen King,Stephen King Value Collection,Fiction,2000-07-05,9780553752960,1033.txt
1034,Graham White,A Maze Adventure: Search for Pirate Treasure,Children’s Books,2009-05-12,9781426304590,1034.txt
1035,Loretta Napoleoni,10 Years That Shook the World,Nonfiction,2012-02-14,9781609804138,1035.txt
1036,David Lewis,When Harlem Was in Vogue,Nonfiction,1997-06-01,9780140263343,1036.txt
1037,Monica Kulling,The Adventures of Tom Sawyer,Children’s Books,1995-11-21,9780679880707,1037.txt
1038,Eiji Otsuka,MPD Psycho Volume 9,Fiction,2015-03-11,9781630084189,1038.txt
1039,"Simon Johnson, James Kwak",13 Bankers,Nonfiction,2011-01-11,9780307476609,1039.txt
1040,Bryan D. Palmer,E.P. Thompson,Nonfiction,1994-10-17,9781859840702,1040.txt
1041,Amy Wilson Sanger,Hola! Jalapeno,Nonfiction,2002-05-01,9781582460727,1041.txt
1042,Joshua Palmatier,The Throne of Amenkor,Fiction,2017-11-14,9780756413354,1042.txt
1043,Dick Meyer,Why We Hate Us,Nonfiction,2009-09-22,9780307406637,1043.txt
1044,Sebastian Smee,The Art of Rivalry,Nonfiction,2017-05-16,9780812985078,1044.txt
1045,Harvey Mackay,Fired Up!,Nonfiction,2005-08-30,9780345471871,1045.txt
1046,"Christiane Lemieux, Rumaan Alam",Undecorate,Nonfiction,2011-03-08,9780307463159,1046.txt
1047,Anna Hrachovec,Feet Eaters,Nonfiction,2011-12-13,9780307985323,1047.txt
1048,Camille Lavington,You've Got Only Three Seconds,Nonfiction,1998-04-13,9780385484558,1048.txt
1049,George R. Elford,Devil's Guard,Nonfiction,1972-11-15,9780440120148,1049.txt
1050,DK,"Marvel The Avengers: The Ultimate Guide, New Edition",Teen & Young Adult,2018-04-03,9781465466822,1050.txt
1051,David M. Salkin,Crescent Fire,Fiction,2007-04-03,9781440624056,1051.txt
1052,"Eden Bradley, Stephanie Tyler, Sydney Croft","Hot Nights, Dark Desires",Fiction,2008-05-20,9780553905427,1052.txt
1053,Saburo Ienaga,The Pacific War 1931-1945,Nonfiction,1979-07-12,9780394734965,1053.txt
1054,Richard Michelson,Across the Alley,Children’s Books,2006-10-05,9780399239700,1054.txt
1055,Joan Carris,Wild Times at the Bed and Biscuit,Children’s Books,2009-11-10,9780763637057,1055.txt
1056,"Stephen Amidon, Thomas Amidon, M.D.",The Sublime Engine,Nonfiction,2012-01-17,9781609613792,1056.txt
1057,DK,DK Readers L0: Petting Zoo,Children’s Books,2013-06-17,9781465409447,1057.txt
1058,Michael Popek,Handwritten Recipes,Nonfiction,2012-10-02,9780399160141,1058.txt
1059,Roger Crowley,Conquerors,Nonfiction,2015-12-01,9780812994001,1059.txt
1060,Virginia Kroll,Really Rabbits,Children’s Books,2010-06-10,9781607341116,1060.txt
1061,Richard Ford,A Piece of My Heart,Fiction,1985-05-12,9780394729145,1061.txt
1062,DK,Success: The Psychology of Achievement,Nonfiction,2017-01-03,9781465453600,1062.txt
1063,"Jean-Pierre Moullé, Denise Lurton Moullé",French Roots,Nonfiction,2014-09-16,9781607745471,1063.txt
1064,Libba Bray,The Gemma Doyle Trilogy,Teen & Young Adult,2015-08-11,9781101934234,1064.txt
1065,Eric Powell,The Goon: Volume 5: Wicked Inclinations (2nd edition),Fiction,2011-12-13,9781595826268,1065.txt
1066,Chuck Tatum,"Red Blood, Black Sand",Nonfiction,2013-05-07,9780425257425,1066.txt
1067,Andy Stanley,Louder Than Words,Nonfiction,2004-04-30,9781590523469,1067.txt
1068,"Scott Reynolds Nelson, Marc Aronson",Ain't Nothing but a Man,Children’s Books,2007-12-26,9781426300004,1068.txt
1069,Margo Lanagan,The Brides of Rollrock Island,Teen & Young Adult,2013-07-23,9780375873362,1069.txt
1070,Cissi Williams,Transformational NLP,Nonfiction,2012-06-01,9781780281223,1070.txt
1071,Roddy Doyle,The Snapper,Fiction,1992-08-01,9780140171679,1071.txt
1072,Heloise,Heloise from A to Z Updated,Nonfiction,1992-05-01,9780399517501,1072.txt
1073,Nora Raleigh Baskin,Surfacing,Teen & Young Adult,2013-03-12,9780763649081,1073.txt
1074,Sue Bentley,Cloud Capers #3,Children’s Books,2009-09-03,9780448450469,1074.txt
1075,"Langston Hughes, Arnold Rampersad",The Big Sea,Nonfiction,2011-07-26,9780307939470,1075.txt
1076,"Jason Quinn, Naresh Kumar",Genesis,Teen & Young Adult,2015-03-03,9789381182031,1076.txt
1077,"Cathy Cobb, Monty Fetterolf",The Joy of Chemistry,Nonfiction,2010-01-26,9781591027713,1077.txt
1078,Molly McGuire Woods,Barbie: The Pearl Princess Junior Novelization (Barbie: The Pearl Princess),Children’s Books,2014-01-07,9780385375177,1078.txt
1079,Howard Bryant,Shut Out,Nonfiction,2003-09-02,9780807009796,1079.txt
1080,Mark Spragg,An Unfinished Life,Fiction,2005-08-09,9781400076147,1080.txt
1081,James Joyce,The Dead,Fiction,2004-09-01,9780974960906,1081.txt
1082,Lucy Coats,Centaur School #5,Children’s Books,2016-04-26,9781101995051,1082.txt
1083,Téa Obreht ,The Tiger's Wife,Fiction,2011-11-01,9780385343848,1083.txt
1084,Douglas Todd Jennerich,My Little Half-Moon,Children’s Books,2017-05-02,9780399169014,1084.txt
1085,Cynthia Rylant,Little Penguins,Children’s Books,2016-10-25,9780553507706,1085.txt
1086,Noah Blumenthal,You're Addicted to You,Nonfiction,2007-04-08,9781576754276,1086.txt
1087,Marlise Karlin,The Power of Peace in You,Nonfiction,2012-09-01,9781780283821,1087.txt
1088,Ross Montgomery,Perijee & Me,Children’s Books,2016-09-13,9780399553998,1088.txt
1089,Karin Slaughter,Undone,Fiction,2016-05-31,9781101887479,1089.txt
1090,Nora Roberts,Summer Love,Fiction,2012-07-10,9781101569580,1090.txt
1091,Iris Krasnow,Sex After . . .,Nonfiction,2015-01-27,9781592409181,1091.txt
1092,Junko,"Kiss Him, Not Me 6",Fiction,2016-08-16,9781632362650,1092.txt
1093,Sophia Rossi,A Tale of Two Besties,Teen & Young Adult,2016-05-03,9781595148490,1093.txt
1094,Fiona MacDonald,How to Be a Samurai Warrior,Children’s Books,2007-09-11,9781426301353,1094.txt
1095,"Beverly Kaye, Lindy Williams, Lynn Cowart",Up Is Not the Only Way,Nonfiction,2017-09-12,9781523083480,1095.txt
1096,John Wukovits,Pacific Alamo,Nonfiction,2004-07-06,9780451212054,1096.txt
1097,David Noland,Travels Along the Edge,Nonfiction,1997-09-02,9780679763444,1097.txt
1098,Sports Illustrated,Sports Illustrated Hockey Talk,Nonfiction,2011-11-22,9780771083228,1098.txt
1099,Bernhard Edmaier,Water,Nonfiction,2015-10-25,9783791381657,1099.txt
1100,Iain Lawrence,The Cannibals,Teen & Young Adult,2009-03-25,9780307516664,1100.txt
1101,Natasha Wing,The Night Before the Night Before Christmas,Children’s Books,2002-09-23,9780448428727,1101.txt
1102,Tabor Evans,Longarm Double #4,Fiction,2012-11-27,9780515153514,1102.txt
1103,Jerramy Fine,Someday My Prince Will Come,Humor,2009-02-03,9781592404339,1103.txt
1104,Nevada Barr,Endangered Species,Fiction,2008-11-04,9780425226858,1104.txt
1105,Anita Liberty,How to Heal the Hurt by Hating,Humor,2006-06-13,9780812976335,1105.txt
1106,Louis Begley,Schmidt Steps Back,Fiction,2013-05-21,9780345530530,1106.txt
1107,Christine Wenger,It's a Wonderful Knife,Fiction,2016-02-02,9780451474094,1107.txt
1108,Hank Schwaeble,Damnable,Fiction,2009-08-25,9780515146912,1108.txt
1109,David Van Etten,Likely Story (Book 1),Teen & Young Adult,2008-05-13,9780375849626,1109.txt
1110,Thomas Hardy,The Distracted Preacher,Fiction,2012-08-28,9781612191119,1110.txt
1111,Ernst Junger,The Glass Bees,Fiction,2000-09-30,9780940322554,1111.txt
1112,Enzo Traverso,Fire and Blood,Nonfiction,2017-03-28,9781784781361,1112.txt
1113,Jarrett J. Krosoczka,Lunch Lady and the Author Visit Vendetta,Children’s Books,2009-12-22,9780375860942,1113.txt
1114,Sarah Wilson,I Quit Sugar,Nonfiction,2014-04-08,9780804186018,1114.txt
1115,Dawn Powell,The Diaries of Dawn Powell,Classics,1998-08-01,9781883642259,1115.txt
1116,Jetsunma Tenzin Palmo,Into the Heart of Life,Nonfiction,2011-05-16,9781559393744,1116.txt
1117,Nakaba Suzuki,The Seven Deadly Sins 4,Fiction,2014-09-09,9781612629278,1117.txt
1118,Dara Moskowitz Grumdahl,Drink This,Nonfiction,2009-11-24,9780345511652,1118.txt
1119,Mark Childress,Tender,Fiction,1998-04-28,9780345419033,1119.txt
1120,Helene Siegel,Totally Shrimp Cookbook,Nonfiction,2014-07-09,9780804153102,1120.txt
1121,Jerry Kaplan,Startup,Nonfiction,1996-10-01,9780140257311,1121.txt
1122,Penny Pike,Death of a Chocolate Cheater,Fiction,2015-06-02,9780451467829,1122.txt
1123,Mary Pope Osborne,The Mysteries of Spider Kane,Children’s Books,2006-03-14,9780440420972,1123.txt
1124,Nalini Singh,Archangel's Viper,Fiction,2017-09-26,9780451488244,1124.txt
1125,Don Calame,Swim the Fly,Teen & Young Adult,2010-04-13,9780763647766,1125.txt
1126,"Matthew Engelhart, Terces Engelhart",Sacred Commerce,Nonfiction,2008-05-06,9781556437298,1126.txt
1127,HelenKay Dimon,Mr. and Mr. Smith,Fiction,2016-05-24,9780399594946,1127.txt
1128,Tabor Evans,Longarm 369,Fiction,2009-07-28,9781101105122,1128.txt
1129,Haruko Kumota,Descending Stories: Showa Genroku Rakugo Shinju 4,Fiction,2017-11-07,9781632364722,1129.txt
1130,"Judy Belcher, Tamara Honaman",Polymer Clay Master Class,Nonfiction,2013-01-01,9780823026678,1130.txt
1131,Ella March Chase,The Virgin Queen's Daughter,Fiction,2009-12-29,9780307451125,1131.txt
1132,Lisa McCue,The Animals' Advent,Children’s Books,2010-09-14,9780375858154,1132.txt
1133,Bhante Wimala,Lessons of the Lotus,Nonfiction,1997-11-03,9780553378559,1133.txt
1134,Insight Editions,Harry Potter: Magical Film Projections: Patronus Charm,Children’s Books,2017-07-04,9780763695866,1134.txt
1135,T.C. Boyle,World's End,Fiction,1990-07-20,9780140299939,1135.txt
1136,Julie Kavanagh,Nureyev,Nonfiction,2008-11-11,9780375704727,1136.txt
1137,Susan Lendroth,Calico Dorsey,Children’s Books,2010-09-28,9781582463186,1137.txt
1138,Julie James,Suddenly One Summer,Fiction,2015-06-02,9780425273760,1138.txt
